NAME,LTP,DC,DO,DH,DL,PDC,CH,PCH,DV,LTT,WH52,WL52,DATE_TIME,DATE_TODAY,HOUR,MIN
BHARAS,"5,795.00","5,767.35","5,773.85","5,827.00","5,773.85","5,767.35",27.65,+0.48,171,13:00:09.000,"6,539.00","3,352.10",2019-10-15 12:59:33,2019-10-15,12,59
INDOIL,146.70,144.80,145.95,148.30,145.20,144.80,1.90,+1.31,"296,688",13:00:28.000,170.40,116.10,2019-10-15 12:59:33,2019-10-15,12,59
COALIN,190.60,190.10,188.30,191.30,188.10,190.10,0.50,+0.26,"177,996",13:00:28.000,288.30,177.80,2019-10-15 12:59:33,2019-10-15,12,59
WIPRO,241.55,243.35,244.00,245.50,239.20,243.35,-1.80,-0.74,"217,074",13:00:32.000,301.55,220.50,2019-10-15 12:59:33,2019-10-15,12,59
HERHON,"2,687.00","2,609.25","2,616.85","2,696.30","2,615.00","2,609.25",77.75,+2.98,"36,891",13:00:34.000,"3,382.70","2,228.25",2019-10-15 12:59:33,2019-10-15,12,59
BRIIND,"3,140.50","3,107.20","3,139.90","3,154.20","3,115.45","3,107.20",33.30,+1.07,"9,119",13:00:37.000,"3,443.90","2,302.00",2019-10-15 12:59:33,2019-10-15,12,59
UNIP,588.35,586.95,585.30,590.95,580.95,586.95,1.40,+0.24,"40,862",13:00:36.000,709.25,390.53,2019-10-15 12:59:33,2019-10-15,12,59
DRREDD,"2,687.15","2,648.90","2,663.10","2,691.20","2,659.80","2,648.90",38.25,+1.44,"4,199",13:00:39.000,"2,965.20","2,065.30",2019-10-15 12:59:33,2019-10-15,12,59
ADAPOR,412.20,406.95,409.50,413.10,407.60,406.95,5.25,+1.29,"26,406",13:00:35.000,430.00,293.95,2019-10-15 12:59:33,2019-10-15,12,59
GRASIM,702.00,698.65,699.00,704.00,691.95,698.65,3.35,+0.48,"11,501",13:00:45.000,958.55,635.60,2019-10-15 12:59:33,2019-10-15,12,59
VEDLIM,146.55,147.85,147.50,147.50,144.60,147.85,-1.30,-0.88,"352,245",13:00:46.000,228.00,125.70,2019-10-15 12:59:33,2019-10-15,12,59
HINDAL,187.80,188.80,188.00,188.00,186.00,188.80,-1.00,-0.53,"89,335",13:00:45.000,246.00,171.25,2019-10-15 12:59:33,2019-10-15,12,59
TATSTE,340.80,344.85,345.50,346.15,338.80,344.85,-4.05,-1.17,"418,726",13:00:52.000,610.00,320.30,2019-10-15 12:59:33,2019-10-15,12,59
EICMOT,"19,059.35","18,311.25","18,370.00","19,200.00","18,270.00","18,311.25",748.10,+4.09,"4,981",13:00:50.000,"25,300.00","15,196.95",2019-10-15 12:59:33,2019-10-15,12,59
GAIL,128.15,125.85,126.50,128.60,125.60,125.85,2.30,+1.83,"122,371",13:00:53.000,190.98,119.65,2019-10-15 12:59:33,2019-10-15,12,59
JSWSTE,216.20,221.50,221.05,221.05,214.50,221.50,-5.30,-2.39,"218,318",13:00:58.000,384.90,201.90,2019-10-15 12:59:33,2019-10-15,12,59
BHAINF,260.10,259.25,258.25,260.30,255.45,259.25,0.85,+0.33,"24,545",13:00:50.000,333.80,238.70,2019-10-15 12:59:33,2019-10-15,12,59
CIPLA,444.40,440.85,444.00,445.00,436.00,440.85,3.55,+0.81,"54,314",13:01:03.000,651.95,389.55,2019-10-15 12:59:33,2019-10-15,12,59
TATMOT,125.05,127.80,127.50,127.50,123.75,127.80,-2.75,-2.15,"1,548,180",13:01:04.000,239.30,106.00,2019-10-15 12:59:33,2019-10-15,12,59
ZEEENT,250.00,242.55,237.95,252.00,234.85,242.55,7.45,+3.07,"491,260",13:01:06.000,506.10,203.70,2019-10-15 12:59:33,2019-10-15,12,59
YESBAN,40.40,40.00,41.00,41.40,40.05,40.00,0.40,+1.00,"6,712,519",13:01:08.000,285.90,29.05,2019-10-15 12:59:33,2019-10-15,12,59
BSESEN,"38,469.07","38,214.47","38,316.49","38,537.92","38,238.27","38,214.47",254.60,+0.67,NA,13:01:11.344,NA,NA,2019-10-15 13:01:09,2019-10-15,13,01
HDFBAN,"1,218.20","1,203.15","1,210.00","1,219.00","1,207.30","1,203.15",15.05,+1.25,"55,922",13:01:13.000,"1,285.00",942.20,2019-10-15 13:01:09,2019-10-15,13,01
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,"2,225,733",15:30:03.000,152.95,68.10,2019-10-15 13:01:09,2019-10-15,13,01
HDFC,"2,022.40","2,011.50","2,013.00","2,030.05","2,013.00","2,011.50",10.90,+0.54,"141,009",13:01:15.000,"2,357.00","1,646.00",2019-10-15 13:01:09,2019-10-15,13,01
INFTEC,769.90,785.65,773.80,774.75,765.00,785.65,-15.75,-2.00,"210,919",13:01:19.000,847.40,600.65,2019-10-15 13:01:09,2019-10-15,13,01
ICIBAN,430.70,428.60,430.00,433.20,428.00,428.60,2.10,+0.49,"184,668",13:01:19.000,458.45,309.60,2019-10-15 13:01:09,2019-10-15,13,01
ITC,248.20,244.20,247.40,249.20,245.10,244.20,4.00,+1.64,"186,122",13:01:22.000,310.00,234.10,2019-10-15 13:01:09,2019-10-15,13,01
TCS,"2,040.25","2,020.95","2,028.80","2,046.90","2,024.20","2,020.95",19.30,+0.95,"93,102",13:01:25.000,"2,296.00","1,784.00",2019-10-15 13:01:09,2019-10-15,13,01
KOTMAH,"1,615.20","1,583.75","1,586.00","1,615.80","1,577.80","1,583.75",31.45,+1.99,"41,303",13:01:27.000,"1,682.40","1,099.00",2019-10-15 13:01:09,2019-10-15,13,01
LARTOU,"1,434.00","1,422.65","1,427.00","1,445.10","1,421.00","1,422.65",11.35,+0.80,"101,860",13:01:28.000,"1,606.70","1,183.40",2019-10-15 13:01:09,2019-10-15,13,01
HINLEV,"2,057.50","2,014.70","2,052.00","2,070.00","2,026.75","2,014.70",42.80,+2.12,"150,685",13:01:27.000,"2,101.50","1,500.40",2019-10-15 13:01:09,2019-10-15,13,01
AXIBAN,686.05,683.55,683.65,690.35,681.80,683.55,2.50,+0.37,"85,623",13:01:31.000,826.55,534.15,2019-10-15 13:01:09,2019-10-15,13,01
STABAN,256.40,255.45,256.80,257.50,255.15,255.45,0.95,+0.37,"534,357",13:01:33.000,373.70,244.35,2019-10-15 13:01:09,2019-10-15,13,01
BAJFI,"3,867.00","3,881.65","3,909.00","3,916.75","3,857.80","3,881.65",-14.65,-0.38,"22,403",13:01:33.000,"4,112.00","2,000.80",2019-10-15 13:01:09,2019-10-15,13,01
MARUTI,"6,991.60","6,819.55","6,829.00","7,015.35","6,810.00","6,819.55",172.05,+2.52,"50,349",13:01:36.000,"7,929.00","5,447.00",2019-10-15 13:01:09,2019-10-15,13,01
INDBA,"1,253.50","1,250.50","1,251.55","1,264.50","1,237.00","1,250.50",3.00,+0.24,"104,740",13:01:37.000,"1,835.00","1,192.00",2019-10-15 13:01:09,2019-10-15,13,01
ASIPAI,"1,815.00","1,797.65","1,797.00","1,824.15","1,797.00","1,797.65",17.35,+0.97,"28,909",13:01:38.000,"1,819.55","1,119.60",2019-10-15 13:01:09,2019-10-15,13,01
BHAAIR,385.00,393.50,391.95,391.95,383.60,393.50,-8.50,-2.16,"120,939",13:01:41.000,396.55,264.41,2019-10-15 13:01:09,2019-10-15,13,01
HCLTEC,"1,095.00","1,087.05","1,088.60","1,099.00","1,081.05","1,087.05",7.95,+0.73,"12,937",13:01:43.000,"1,190.00",920.15,2019-10-15 13:01:09,2019-10-15,13,01
TITIND,"1,266.25","1,249.05","1,251.00","1,267.35","1,251.00","1,249.05",17.20,+1.38,"21,994",13:01:45.000,"1,345.55",766.65,2019-10-15 13:01:09,2019-10-15,13,01
MAHMAH,583.30,568.50,570.00,583.95,565.50,568.50,14.80,+2.60,"250,003",13:01:47.000,814.00,502.85,2019-10-15 13:01:09,2019-10-15,13,01
BAFINS,"8,053.00","8,073.45","8,108.95","8,131.45","8,034.85","8,073.45",-20.45,-0.25,"6,323",13:01:46.000,"8,668.65","4,960.00",2019-10-15 13:01:09,2019-10-15,13,01
NTPC,119.10,117.80,117.70,119.70,117.35,117.80,1.30,+1.10,"129,981",13:01:52.000,145.85,106.71,2019-10-15 13:01:09,2019-10-15,13,01
NESIND,"14,110.00","14,174.10","14,175.00","14,175.00","14,040.00","14,174.10",-64.10,-0.45,580,13:01:51.000,"14,300.00","9,205.00",2019-10-15 13:01:09,2019-10-15,13,01
POWGRI,200.45,198.45,198.80,201.40,198.45,198.45,2.00,+1.01,"33,714",13:00:41.000,216.20,173.05,2019-10-15 13:01:09,2019-10-15,13,01
ULTCEM,"4,198.00","4,171.90","4,121.35","4,207.65","4,121.35","4,171.90",26.10,+0.63,"8,292",13:01:58.000,"4,903.90","3,263.70",2019-10-15 13:01:09,2019-10-15,13,01
TECMAH,721.40,720.60,721.00,728.00,719.60,720.60,0.80,+0.11,"27,108",13:02:00.000,846.00,607.90,2019-10-15 13:01:09,2019-10-15,13,01
SUNPHA,395.45,394.60,397.25,400.00,392.50,394.60,0.85,+0.22,"89,006",13:02:00.000,616.50,350.40,2019-10-15 13:01:09,2019-10-15,13,01
ONGC,137.50,135.20,136.60,138.30,135.40,135.20,2.30,+1.70,"395,787",13:02:03.000,178.95,115.55,2019-10-15 13:01:09,2019-10-15,13,01
BAAUTO,"3,004.75","2,956.05","2,959.00","3,010.95","2,956.50","2,956.05",48.70,+1.65,"19,688",13:02:04.000,"3,145.55","2,400.00",2019-10-15 13:01:09,2019-10-15,13,01
BHARAS,"5,793.20","5,767.35","5,773.85","5,827.00","5,773.85","5,767.35",25.85,+0.45,176,13:02:05.000,"6,539.00","3,352.10",2019-10-15 13:01:09,2019-10-15,13,01
INDOIL,146.70,144.80,145.95,148.30,145.20,144.80,1.90,+1.31,"296,788",13:02:07.000,170.40,116.10,2019-10-15 13:01:09,2019-10-15,13,01
COALIN,190.60,190.10,188.30,191.30,188.10,190.10,0.50,+0.26,"177,996",13:02:06.000,288.30,177.80,2019-10-15 13:01:09,2019-10-15,13,01
WIPRO,241.55,243.35,244.00,245.50,239.20,243.35,-1.80,-0.74,"217,317",13:02:10.000,301.55,220.50,2019-10-15 13:01:09,2019-10-15,13,01
HERHON,"2,685.90","2,609.25","2,616.85","2,696.30","2,615.00","2,609.25",76.65,+2.94,"37,407",13:02:13.000,"3,382.70","2,228.25",2019-10-15 13:01:09,2019-10-15,13,01
BRIIND,"3,135.95","3,107.20","3,139.90","3,154.20","3,115.45","3,107.20",28.75,+0.93,"9,136",13:02:13.000,"3,443.90","2,302.00",2019-10-15 13:01:09,2019-10-15,13,01
UNIP,588.35,586.95,585.30,590.95,580.95,586.95,1.40,+0.24,"40,862",13:02:17.000,709.25,390.53,2019-10-15 13:01:09,2019-10-15,13,01
DRREDD,"2,687.15","2,648.90","2,663.10","2,691.20","2,659.80","2,648.90",38.25,+1.44,"4,199",13:02:18.000,"2,965.20","2,065.30",2019-10-15 13:01:09,2019-10-15,13,01
ADAPOR,412.20,406.95,409.50,413.10,407.60,406.95,5.25,+1.29,"26,406",13:02:19.000,430.00,293.95,2019-10-15 13:01:09,2019-10-15,13,01
GRASIM,702.00,698.65,699.00,704.00,691.95,698.65,3.35,+0.48,"11,588",13:02:22.000,958.55,635.60,2019-10-15 13:01:09,2019-10-15,13,01
VEDLIM,146.55,147.85,147.50,147.50,144.60,147.85,-1.30,-0.88,"352,745",13:02:23.000,228.00,125.70,2019-10-15 13:01:09,2019-10-15,13,01
HINDAL,187.80,188.80,188.00,188.00,186.00,188.80,-1.00,-0.53,"89,335",13:02:24.000,246.00,171.25,2019-10-15 13:01:09,2019-10-15,13,01
TATSTE,340.90,344.85,345.50,346.15,338.80,344.85,-3.95,-1.15,"419,346",13:02:25.000,610.00,320.30,2019-10-15 13:01:09,2019-10-15,13,01
EICMOT,"19,052.65","18,311.25","18,370.00","19,200.00","18,270.00","18,311.25",741.40,+4.05,"4,988",13:02:25.000,"25,300.00","15,196.95",2019-10-15 13:01:09,2019-10-15,13,01
GAIL,128.10,125.85,126.50,128.60,125.60,125.85,2.25,+1.79,"123,183",13:02:26.000,190.98,119.65,2019-10-15 13:01:09,2019-10-15,13,01
JSWSTE,216.25,221.50,221.05,221.05,214.50,221.50,-5.25,-2.37,"219,617",13:02:29.000,384.90,201.90,2019-10-15 13:01:09,2019-10-15,13,01
BHAINF,259.95,259.25,258.25,260.30,255.45,259.25,0.70,+0.27,"24,546",13:02:29.000,333.80,238.70,2019-10-15 13:01:09,2019-10-15,13,01
CIPLA,444.50,440.85,444.00,445.00,436.00,440.85,3.65,+0.83,"54,614",13:02:30.000,651.95,389.55,2019-10-15 13:01:09,2019-10-15,13,01
TATMOT,124.90,127.80,127.50,127.50,123.75,127.80,-2.90,-2.27,"1,560,234",13:02:33.000,239.30,106.00,2019-10-15 13:01:09,2019-10-15,13,01
ZEEENT,250.10,242.55,237.95,252.00,234.85,242.55,7.55,+3.11,"491,437",13:02:36.000,506.10,203.70,2019-10-15 13:01:09,2019-10-15,13,01
YESBAN,40.35,40.00,41.00,41.40,40.05,40.00,0.35,+0.88,"6,717,399",13:02:35.000,285.90,29.05,2019-10-15 13:01:09,2019-10-15,13,01
BSESEN,"38,467.10","38,214.47","38,316.49","38,537.92","38,238.27","38,214.47",252.63,+0.66,NA,13:02:39.466,NA,NA,2019-10-15 13:02:37,2019-10-15,13,02
HDFBAN,"1,217.60","1,203.15","1,210.00","1,219.00","1,207.30","1,203.15",14.45,+1.20,"56,087",13:02:41.000,"1,285.00",942.20,2019-10-15 13:02:37,2019-10-15,13,02
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,"2,225,733",15:30:03.000,152.95,68.10,2019-10-15 13:02:37,2019-10-15,13,02
HDFC,"2,021.75","2,011.50","2,013.00","2,030.05","2,013.00","2,011.50",10.25,+0.51,"141,041",13:02:44.000,"2,357.00","1,646.00",2019-10-15 13:02:37,2019-10-15,13,02
INFTEC,769.65,785.65,773.80,774.75,765.00,785.65,-16.00,-2.04,"214,667",13:02:46.000,847.40,600.65,2019-10-15 13:02:37,2019-10-15,13,02
ICIBAN,430.75,428.60,430.00,433.20,428.00,428.60,2.15,+0.50,"185,438",13:02:45.000,458.45,309.60,2019-10-15 13:02:37,2019-10-15,13,02
ITC,248.30,244.20,247.40,249.20,245.10,244.20,4.10,+1.68,"189,528",13:02:48.000,310.00,234.10,2019-10-15 13:02:37,2019-10-15,13,02
TCS,"2,040.10","2,020.95","2,028.80","2,046.90","2,024.20","2,020.95",19.15,+0.95,"93,279",13:02:49.000,"2,296.00","1,784.00",2019-10-15 13:02:37,2019-10-15,13,02
KOTMAH,"1,614.30","1,583.75","1,586.00","1,616.10","1,577.80","1,583.75",30.55,+1.93,"41,707",13:02:50.000,"1,682.40","1,099.00",2019-10-15 13:02:37,2019-10-15,13,02
LARTOU,"1,434.00","1,422.65","1,427.00","1,445.10","1,421.00","1,422.65",11.35,+0.80,"101,860",13:02:52.000,"1,606.70","1,183.40",2019-10-15 13:02:37,2019-10-15,13,02
HINLEV,"2,059.90","2,014.70","2,052.00","2,070.00","2,026.75","2,014.70",45.20,+2.24,"150,901",13:02:53.000,"2,101.50","1,500.40",2019-10-15 13:02:37,2019-10-15,13,02
AXIBAN,686.35,683.55,683.65,690.35,681.80,683.55,2.80,+0.41,"86,309",13:02:55.000,826.55,534.15,2019-10-15 13:02:37,2019-10-15,13,02
STABAN,256.30,255.45,256.80,257.50,255.15,255.45,0.85,+0.33,"537,359",13:02:57.000,373.70,244.35,2019-10-15 13:02:37,2019-10-15,13,02
BAJFI,"3,868.85","3,881.65","3,909.00","3,916.75","3,857.80","3,881.65",-12.80,-0.33,"22,451",13:02:59.000,"4,112.00","2,000.80",2019-10-15 13:02:37,2019-10-15,13,02
MARUTI,"6,991.60","6,819.55","6,829.00","7,015.35","6,810.00","6,819.55",172.05,+2.52,"50,476",13:03:00.000,"7,929.00","5,447.00",2019-10-15 13:02:37,2019-10-15,13,02
INDBA,"1,253.50","1,250.50","1,251.55","1,264.50","1,237.00","1,250.50",3.00,+0.24,"104,832",13:03:02.000,"1,835.00","1,192.00",2019-10-15 13:02:37,2019-10-15,13,02
ASIPAI,"1,815.00","1,797.65","1,797.00","1,824.15","1,797.00","1,797.65",17.35,+0.97,"28,909",13:03:03.000,"1,819.55","1,119.60",2019-10-15 13:02:37,2019-10-15,13,02
BHAAIR,385.00,393.50,391.95,391.95,383.60,393.50,-8.50,-2.16,"120,939",13:03:06.000,396.55,264.41,2019-10-15 13:02:37,2019-10-15,13,02
HCLTEC,"1,094.85","1,087.05","1,088.60","1,099.00","1,081.05","1,087.05",7.80,+0.72,"12,956",13:03:08.000,"1,190.00",920.15,2019-10-15 13:02:37,2019-10-15,13,02
TITIND,"1,267.40","1,249.05","1,251.00","1,267.40","1,251.00","1,249.05",18.35,+1.47,"22,111",13:03:10.000,"1,345.55",766.65,2019-10-15 13:02:37,2019-10-15,13,02
MAHMAH,583.75,568.50,570.00,584.00,565.50,568.50,15.25,+2.68,"250,180",13:03:11.000,814.00,502.85,2019-10-15 13:02:37,2019-10-15,13,02
BAFINS,"8,060.00","8,073.45","8,108.95","8,131.45","8,034.85","8,073.45",-13.45,-0.17,"6,338",13:03:14.000,"8,668.65","4,960.00",2019-10-15 13:02:37,2019-10-15,13,02
NTPC,119.15,117.80,117.70,119.70,117.35,117.80,1.35,+1.15,"130,065",13:03:14.000,145.85,106.71,2019-10-15 13:02:37,2019-10-15,13,02
NESIND,"14,103.65","14,174.10","14,175.00","14,175.00","14,040.00","14,174.10",-70.45,-0.50,582,13:03:17.000,"14,300.00","9,205.00",2019-10-15 13:02:37,2019-10-15,13,02
POWGRI,200.45,198.45,198.80,201.40,198.45,198.45,2.00,+1.01,"33,814",13:03:18.000,216.20,173.05,2019-10-15 13:02:37,2019-10-15,13,02
ULTCEM,"4,198.00","4,171.90","4,121.35","4,207.65","4,121.35","4,171.90",26.10,+0.63,"8,292",13:03:18.000,"4,903.90","3,263.70",2019-10-15 13:02:37,2019-10-15,13,02
TECMAH,721.00,720.60,721.00,728.00,719.60,720.60,0.40,+0.06,"27,120",13:03:20.000,846.00,607.90,2019-10-15 13:02:37,2019-10-15,13,02
SUNPHA,395.55,394.60,397.25,400.00,392.50,394.60,0.95,+0.24,"89,047",13:03:20.000,616.50,350.40,2019-10-15 13:02:37,2019-10-15,13,02
ONGC,137.50,135.20,136.60,138.30,135.40,135.20,2.30,+1.70,"395,787",13:03:22.000,178.95,115.55,2019-10-15 13:02:37,2019-10-15,13,02
BAAUTO,"3,004.00","2,956.05","2,959.00","3,010.95","2,956.50","2,956.05",47.95,+1.62,"19,788",13:03:25.000,"3,145.55","2,400.00",2019-10-15 13:02:37,2019-10-15,13,02
BHARAS,"5,793.20","5,767.35","5,773.85","5,827.00","5,773.85","5,767.35",25.85,+0.45,176,13:03:14.000,"6,539.00","3,352.10",2019-10-15 13:02:37,2019-10-15,13,02
INDOIL,146.70,144.80,145.95,148.30,145.20,144.80,1.90,+1.31,"296,788",13:03:30.000,170.40,116.10,2019-10-15 13:02:37,2019-10-15,13,02
COALIN,190.65,190.10,188.30,191.30,188.10,190.10,0.55,+0.29,"178,266",13:03:32.000,288.30,177.80,2019-10-15 13:02:37,2019-10-15,13,02
WIPRO,241.95,243.35,244.00,245.50,239.20,243.35,-1.40,-0.58,"218,180",13:03:35.000,301.55,220.50,2019-10-15 13:02:37,2019-10-15,13,02
HERHON,"2,684.00","2,609.25","2,616.85","2,696.30","2,615.00","2,609.25",74.75,+2.86,"37,615",13:03:35.000,"3,382.70","2,228.25",2019-10-15 13:02:37,2019-10-15,13,02
BRIIND,"3,135.40","3,107.20","3,139.90","3,154.20","3,115.45","3,107.20",28.20,+0.91,"9,146",13:03:37.000,"3,443.90","2,302.00",2019-10-15 13:02:37,2019-10-15,13,02
UNIP,588.35,586.95,585.30,590.95,580.95,586.95,1.40,+0.24,"40,862",13:03:39.000,709.25,390.53,2019-10-15 13:02:37,2019-10-15,13,02
DRREDD,"2,689.05","2,648.90","2,663.10","2,691.20","2,659.80","2,648.90",40.15,+1.52,"4,209",13:03:33.000,"2,965.20","2,065.30",2019-10-15 13:02:37,2019-10-15,13,02
ADAPOR,412.20,406.95,409.50,413.10,407.60,406.95,5.25,+1.29,"26,406",13:03:38.000,430.00,293.95,2019-10-15 13:02:37,2019-10-15,13,02
GRASIM,702.00,698.65,699.00,704.00,691.95,698.65,3.35,+0.48,"11,588",13:03:44.000,958.55,635.60,2019-10-15 13:02:37,2019-10-15,13,02
VEDLIM,146.45,147.85,147.50,147.50,144.60,147.85,-1.40,-0.95,"352,920",13:03:46.000,228.00,125.70,2019-10-15 13:02:37,2019-10-15,13,02
HINDAL,187.80,188.80,188.00,188.00,186.00,188.80,-1.00,-0.53,"89,435",13:03:47.000,246.00,171.25,2019-10-15 13:02:37,2019-10-15,13,02
TATSTE,340.60,344.85,345.50,346.15,338.80,344.85,-4.25,-1.23,"419,897",13:03:48.000,610.00,320.30,2019-10-15 13:02:37,2019-10-15,13,02
EICMOT,"19,052.65","18,311.25","18,370.00","19,200.00","18,270.00","18,311.25",741.40,+4.05,"4,988",13:03:49.000,"25,300.00","15,196.95",2019-10-15 13:02:37,2019-10-15,13,02
GAIL,128.00,125.85,126.50,128.60,125.60,125.85,2.15,+1.71,"123,471",13:03:51.000,190.98,119.65,2019-10-15 13:02:37,2019-10-15,13,02
JSWSTE,216.00,221.50,221.05,221.05,214.50,221.50,-5.50,-2.48,"230,877",13:03:54.000,384.90,201.90,2019-10-15 13:02:37,2019-10-15,13,02
BHAINF,259.75,259.25,258.25,260.30,255.45,259.25,0.50,+0.19,"24,564",13:03:54.000,333.80,238.70,2019-10-15 13:02:37,2019-10-15,13,02
CIPLA,444.15,440.85,444.00,445.00,436.00,440.85,3.30,+0.75,"54,645",13:03:56.000,651.95,389.55,2019-10-15 13:02:37,2019-10-15,13,02
TATMOT,124.90,127.80,127.50,127.50,123.75,127.80,-2.90,-2.27,"1,561,688",13:04:00.000,239.30,106.00,2019-10-15 13:02:37,2019-10-15,13,02
ZEEENT,250.25,242.55,237.95,252.00,234.85,242.55,7.70,+3.17,"491,450",13:03:51.000,506.10,203.70,2019-10-15 13:02:37,2019-10-15,13,02
YESBAN,40.35,40.00,41.00,41.40,40.05,40.00,0.35,+0.88,"6,756,080",13:04:05.000,285.90,29.05,2019-10-15 13:02:37,2019-10-15,13,02
BSESEN,"38,454.98","38,214.47","38,316.49","38,537.92","38,238.27","38,214.47",240.51,+0.63,NA,13:04:05.585,NA,NA,2019-10-15 13:04:05,2019-10-15,13,04
HDFBAN,"1,217.40","1,203.15","1,210.00","1,219.00","1,207.30","1,203.15",14.25,+1.18,"56,113",13:04:07.000,"1,285.00",942.20,2019-10-15 13:04:05,2019-10-15,13,04
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,"2,225,733",15:30:03.000,152.95,68.10,2019-10-15 13:04:05,2019-10-15,13,04
HDFC,"2,019.60","2,011.50","2,013.00","2,030.05","2,013.00","2,011.50",8.10,+0.40,"141,366",13:04:09.000,"2,357.00","1,646.00",2019-10-15 13:04:05,2019-10-15,13,04
INFTEC,769.20,785.65,773.80,774.75,765.00,785.65,-16.45,-2.09,"214,918",13:04:11.000,847.40,600.65,2019-10-15 13:04:05,2019-10-15,13,04
ICIBAN,430.60,428.60,430.00,433.20,428.00,428.60,2.00,+0.47,"186,851",13:04:12.000,458.45,309.60,2019-10-15 13:04:05,2019-10-15,13,04
ITC,248.45,244.20,247.40,249.20,245.10,244.20,4.25,+1.74,"189,640",13:04:12.000,310.00,234.10,2019-10-15 13:04:05,2019-10-15,13,04
TCS,"2,040.05","2,020.95","2,028.80","2,046.90","2,024.20","2,020.95",19.10,+0.95,"93,300",13:04:16.000,"2,296.00","1,784.00",2019-10-15 13:04:05,2019-10-15,13,04
KOTMAH,"1,612.60","1,583.75","1,586.00","1,616.10","1,577.80","1,583.75",28.85,+1.82,"41,780",13:04:19.000,"1,682.40","1,099.00",2019-10-15 13:04:05,2019-10-15,13,04
LARTOU,"1,434.25","1,422.65","1,427.00","1,445.10","1,421.00","1,422.65",11.60,+0.82,"101,865",13:04:21.000,"1,606.70","1,183.40",2019-10-15 13:04:05,2019-10-15,13,04
HINLEV,"2,059.15","2,014.70","2,052.00","2,070.00","2,026.75","2,014.70",44.45,+2.21,"150,914",13:04:24.000,"2,101.50","1,500.40",2019-10-15 13:04:05,2019-10-15,13,04
AXIBAN,685.85,683.55,683.65,690.35,681.80,683.55,2.30,+0.34,"86,369",13:04:25.000,826.55,534.15,2019-10-15 13:04:05,2019-10-15,13,04
STABAN,256.20,255.45,256.80,257.50,255.15,255.45,0.75,+0.29,"539,272",13:04:27.000,373.70,244.35,2019-10-15 13:04:05,2019-10-15,13,04
BAJFI,"3,862.90","3,881.65","3,909.00","3,916.75","3,857.80","3,881.65",-18.75,-0.48,"22,490",13:04:28.000,"4,112.00","2,000.80",2019-10-15 13:04:05,2019-10-15,13,04
MARUTI,"6,993.55","6,819.55","6,829.00","7,015.35","6,810.00","6,819.55",174.00,+2.55,"50,500",13:04:30.000,"7,929.00","5,447.00",2019-10-15 13:04:05,2019-10-15,13,04
INDBA,"1,252.35","1,250.50","1,251.55","1,264.50","1,237.00","1,250.50",1.85,+0.15,"105,013",13:04:32.000,"1,835.00","1,192.00",2019-10-15 13:04:05,2019-10-15,13,04
ASIPAI,"1,815.00","1,797.65","1,797.00","1,824.15","1,797.00","1,797.65",17.35,+0.97,"28,909",13:04:29.000,"1,819.55","1,119.60",2019-10-15 13:04:05,2019-10-15,13,04
BHAAIR,385.00,393.50,391.95,391.95,383.60,393.50,-8.50,-2.16,"120,939",13:04:34.000,396.55,264.41,2019-10-15 13:04:05,2019-10-15,13,04
HCLTEC,"1,094.85","1,087.05","1,088.60","1,099.00","1,081.05","1,087.05",7.80,+0.72,"12,956",13:04:34.000,"1,190.00",920.15,2019-10-15 13:04:05,2019-10-15,13,04
TITIND,"1,267.40","1,249.05","1,251.00","1,267.40","1,251.00","1,249.05",18.35,+1.47,"22,111",13:04:31.000,"1,345.55",766.65,2019-10-15 13:04:05,2019-10-15,13,04
MAHMAH,583.95,568.50,570.00,585.35,565.50,568.50,15.45,+2.72,"261,569",13:04:40.000,814.00,502.85,2019-10-15 13:04:05,2019-10-15,13,04
BAFINS,"8,060.00","8,073.45","8,108.95","8,131.45","8,034.85","8,073.45",-13.45,-0.17,"6,338",13:04:42.000,"8,668.65","4,960.00",2019-10-15 13:04:05,2019-10-15,13,04
NTPC,119.15,117.80,117.70,119.70,117.35,117.80,1.35,+1.15,"130,085",13:04:31.000,145.85,106.71,2019-10-15 13:04:05,2019-10-15,13,04
NESIND,"14,119.35","14,174.10","14,175.00","14,175.00","14,040.00","14,174.10",-54.75,-0.39,587,13:04:47.000,"14,300.00","9,205.00",2019-10-15 13:04:05,2019-10-15,13,04
POWGRI,200.60,198.45,198.80,201.40,198.45,198.45,2.15,+1.08,"33,830",13:04:47.000,216.20,173.05,2019-10-15 13:04:05,2019-10-15,13,04
ULTCEM,"4,199.00","4,171.90","4,121.35","4,207.65","4,121.35","4,171.90",27.10,+0.65,"8,523",13:04:50.000,"4,903.90","3,263.70",2019-10-15 13:04:05,2019-10-15,13,04
TECMAH,721.00,720.60,721.00,728.00,719.60,720.60,0.40,+0.06,"27,120",13:04:53.000,846.00,607.90,2019-10-15 13:04:05,2019-10-15,13,04
SUNPHA,395.55,394.60,397.25,400.00,392.50,394.60,0.95,+0.24,"89,047",13:04:51.000,616.50,350.40,2019-10-15 13:04:05,2019-10-15,13,04
ONGC,137.50,135.20,136.60,138.30,135.40,135.20,2.30,+1.70,"395,868",13:04:59.000,178.95,115.55,2019-10-15 13:04:05,2019-10-15,13,04
