NAME,LTP,DC,DO,DH,DL,PDC,DATE_TIME,DATE_TODAY,HOUR,MIN
BSESEN,38620.87,38214.47,38316.49,38630.43,38238.27,38214.47,2019-10-15 14:30:46,2019-10-15,14,30
HDFBAN,1224,1203.15,1210,1225,1207.3,1203.15,2019-10-15 14:30:46,2019-10-15,14,30
RELPET,131.5,130.85,129,132.4,127.9,130.85,2019-10-15 14:30:46,2019-10-15,14,30
HDFC,2021.05,2011.5,2013,2030.05,2013,2011.5,2019-10-15 14:30:46,2019-10-15,14,30
INFTEC,769,785.65,773.8,774.75,765,785.65,2019-10-15 14:30:46,2019-10-15,14,30
ICIBAN,435.15,428.6,430,435.3,428,428.6,2019-10-15 14:30:46,2019-10-15,14,30
ITC,248.6,244.2,247.4,249.2,245.1,244.2,2019-10-15 14:30:46,2019-10-15,14,30
TCS,2040.2,2020.95,2028.8,2046.9,2024.2,2020.95,2019-10-15 14:30:46,2019-10-15,14,30
KOTMAH,1628.05,1583.75,1586,1629.65,1577.8,1583.75,2019-10-15 14:30:46,2019-10-15,14,30
LARTOU,1435.8,1422.65,1427,1445.1,1421,1422.65,2019-10-15 14:30:46,2019-10-15,14,30
HINLEV,2067,2014.7,2052,2077,2026.75,2014.7,2019-10-15 14:30:46,2019-10-15,14,30
AXIBAN,694.5,683.55,683.65,694.9,681.8,683.55,2019-10-15 14:30:46,2019-10-15,14,30
STABAN,259.55,255.45,256.8,259.9,254.75,255.45,2019-10-15 14:30:46,2019-10-15,14,30
BAJFI,3897.7,3881.65,3909,3916.75,3845,3881.65,2019-10-15 14:30:46,2019-10-15,14,30
MARUTI,6996.8,6819.55,6829,7015.35,6810,6819.55,2019-10-15 14:30:46,2019-10-15,14,30
INDBA,1272.35,1250.5,1251.55,1275.8,1237,1250.5,2019-10-15 14:30:46,2019-10-15,14,30
ASIPAI,1807,1797.65,1797,1824.15,1797,1797.65,2019-10-15 14:30:46,2019-10-15,14,30
BHAAIR,383.1,393.5,391.95,391.95,381.65,393.5,2019-10-15 14:30:46,2019-10-15,14,30
HCLTEC,1087.95,1087.05,1088.6,1099,1081.05,1087.05,2019-10-15 14:30:46,2019-10-15,14,30
TITIND,1271,1249.05,1251,1272.5,1251,1249.05,2019-10-15 14:30:46,2019-10-15,14,30
MAHMAH,583.25,568.5,570,586.5,565.5,568.5,2019-10-15 14:30:46,2019-10-15,14,30
BAFINS,8073,8073.45,8108.95,8131.45,8020.1,8073.45,2019-10-15 14:30:46,2019-10-15,14,30
NTPC,119.45,117.8,117.7,119.7,117.35,117.8,2019-10-15 14:30:46,2019-10-15,14,30
NESIND,14132.6,14174.1,14175,14198,14040,14174.1,2019-10-15 14:30:46,2019-10-15,14,30
POWGRI,201,198.45,198.8,201.4,198.45,198.45,2019-10-15 14:30:46,2019-10-15,14,30
ULTCEM,4216.6,4171.9,4121.35,4219.25,4121.35,4171.9,2019-10-15 14:30:46,2019-10-15,14,30
TECMAH,722.45,720.6,721,728,719.6,720.6,2019-10-15 14:30:46,2019-10-15,14,30
SUNPHA,396.5,394.6,397.25,400,392.5,394.6,2019-10-15 14:30:46,2019-10-15,14,30
ONGC,137.65,135.2,136.6,138.3,135.4,135.2,2019-10-15 14:30:46,2019-10-15,14,30
BAAUTO,3024.15,2956.05,2959,3029,2956.5,2956.05,2019-10-15 14:30:46,2019-10-15,14,30
BHARAS,5976.95,5767.35,5773.85,5978.2,5773.85,5767.35,2019-10-15 14:30:46,2019-10-15,14,30
INDOIL,146.75,144.8,145.95,148.3,145.2,144.8,2019-10-15 14:30:46,2019-10-15,14,30
COALIN,192.5,190.1,188.3,192.5,188.1,190.1,2019-10-15 14:30:46,2019-10-15,14,30
WIPRO,243.6,243.35,244,245.5,239.2,243.35,2019-10-15 14:30:46,2019-10-15,14,30
HERHON,2688.9,2609.25,2616.85,2699.5,2615,2609.25,2019-10-15 14:30:46,2019-10-15,14,30
BRIIND,3172.3,3107.2,3139.9,3175,3115.45,3107.2,2019-10-15 14:30:46,2019-10-15,14,30
UNIP,584.8,586.95,585.3,590.95,580.95,586.95,2019-10-15 14:30:46,2019-10-15,14,30
DRREDD,2688.65,2648.9,2663.1,2692,2659.8,2648.9,2019-10-15 14:30:46,2019-10-15,14,30
ADAPOR,414.4,406.95,409.5,414.4,407.6,406.95,2019-10-15 14:30:46,2019-10-15,14,30
GRASIM,705.8,698.65,699,705.9,691.95,698.65,2019-10-15 14:30:46,2019-10-15,14,30
VEDLIM,153.3,147.85,147.5,153.9,144.6,147.85,2019-10-15 14:30:46,2019-10-15,14,30
HINDAL,195.2,188.8,188,195.3,186,188.8,2019-10-15 14:30:46,2019-10-15,14,30
TATSTE,357.8,344.85,345.5,358.15,338.8,344.85,2019-10-15 14:30:46,2019-10-15,14,30
EICMOT,19085.6,18311.25,18370,19200,18270,18311.25,2019-10-15 14:30:46,2019-10-15,14,30
GAIL,128.65,125.85,126.5,129.05,125.6,125.85,2019-10-15 14:30:46,2019-10-15,14,30
JSWSTE,226.25,221.5,221.05,226.9,214.5,221.5,2019-10-15 14:30:46,2019-10-15,14,30
BHAINF,258.8,259.25,258.25,260.3,255.45,259.25,2019-10-15 14:30:46,2019-10-15,14,30
CIPLA,444.7,440.85,444,445.45,436,440.85,2019-10-15 14:30:46,2019-10-15,14,30
TATMOT,128.5,127.8,127.5,128.95,123.75,127.8,2019-10-15 14:30:46,2019-10-15,14,30
ZEEENT,251.7,242.55,237.95,252.8,234.85,242.55,2019-10-15 14:30:46,2019-10-15,14,30
YESBAN,40.45,40,41,41.4,39,40,2019-10-15 14:30:46,2019-10-15,14,30
BSESEN,38505.37,38214.47,38316.49,38635.19,38238.27,38214.47,2019-10-15 15:02:16,2019-10-15,15,2
HDFBAN,1221.7,1203.15,1210,1225,1207.3,1203.15,2019-10-15 15:02:16,2019-10-15,15,2
RELPET,131.5,130.85,129,132.4,127.9,130.85,2019-10-15 15:02:16,2019-10-15,15,2
HDFC,2013,2011.5,2013,2030.05,1994.85,2011.5,2019-10-15 15:02:16,2019-10-15,15,2
INFTEC,767.5,785.65,773.8,774.75,765,785.65,2019-10-15 15:02:16,2019-10-15,15,2
ICIBAN,432.2,428.6,430,435.3,428,428.6,2019-10-15 15:02:16,2019-10-15,15,2
ITC,248.1,244.2,247.4,249.2,245.1,244.2,2019-10-15 15:02:16,2019-10-15,15,2
TCS,2039,2020.95,2028.8,2046.9,2024.2,2020.95,2019-10-15 15:02:16,2019-10-15,15,2
KOTMAH,1614.5,1583.75,1586,1629.65,1577.8,1583.75,2019-10-15 15:02:16,2019-10-15,15,2
LARTOU,1430.1,1422.65,1427,1445.1,1421,1422.65,2019-10-15 15:02:16,2019-10-15,15,2
HINLEV,2063.8,2014.7,2052,2077,2026.75,2014.7,2019-10-15 15:02:16,2019-10-15,15,2
AXIBAN,689.5,683.55,683.65,694.9,681.8,683.55,2019-10-15 15:02:16,2019-10-15,15,2
STABAN,257.65,255.45,256.8,259.9,254.75,255.45,2019-10-15 15:02:16,2019-10-15,15,2
BAJFI,3875.55,3881.65,3909,3916.75,3845,3881.65,2019-10-15 15:02:16,2019-10-15,15,2
MARUTI,6975.3,6819.55,6829,7015.35,6810,6819.55,2019-10-15 15:02:16,2019-10-15,15,2
INDBA,1268.45,1250.5,1251.55,1275.8,1237,1250.5,2019-10-15 15:02:16,2019-10-15,15,2
ASIPAI,1801,1797.65,1797,1824.15,1797,1797.65,2019-10-15 15:02:16,2019-10-15,15,2
BHAAIR,384.1,393.5,391.95,391.95,381.65,393.5,2019-10-15 15:02:16,2019-10-15,15,2
HCLTEC,1081.5,1087.05,1088.6,1099,1081.05,1087.05,2019-10-15 15:02:16,2019-10-15,15,2
TITIND,1270,1249.05,1251,1272.5,1251,1249.05,2019-10-15 15:02:16,2019-10-15,15,2
MAHMAH,585.6,568.5,570,586.5,565.5,568.5,2019-10-15 15:02:16,2019-10-15,15,2
BAFINS,8021.35,8073.45,8108.95,8131.45,8020.1,8073.45,2019-10-15 15:02:16,2019-10-15,15,2
NTPC,119.5,117.8,117.7,119.7,117.35,117.8,2019-10-15 15:02:16,2019-10-15,15,2
NESIND,14087.3,14174.1,14175,14198,13711.6,14174.1,2019-10-15 15:02:16,2019-10-15,15,2
POWGRI,201.1,198.45,198.8,201.4,198.45,198.45,2019-10-15 15:02:16,2019-10-15,15,2
ULTCEM,4197.85,4171.9,4121.35,4219.25,4121.35,4171.9,2019-10-15 15:02:16,2019-10-15,15,2
TECMAH,721,720.6,721,728,719.5,720.6,2019-10-15 15:02:16,2019-10-15,15,2
SUNPHA,396.65,394.6,397.25,400,392.5,394.6,2019-10-15 15:02:16,2019-10-15,15,2
ONGC,138.05,135.2,136.6,138.3,135.4,135.2,2019-10-15 15:02:16,2019-10-15,15,2
BAAUTO,3004.8,2956.05,2959,3029,2956.5,2956.05,2019-10-15 15:02:16,2019-10-15,15,2
BHARAS,6084.65,5767.35,5773.85,6100,5773.85,5767.35,2019-10-15 15:02:16,2019-10-15,15,2
INDOIL,146.1,144.8,145.95,148.3,145.2,144.8,2019-10-15 15:02:16,2019-10-15,15,2
COALIN,191.1,190.1,188.3,192.6,188.1,190.1,2019-10-15 15:02:16,2019-10-15,15,2
WIPRO,244,243.35,244,245.5,239.2,243.35,2019-10-15 15:02:16,2019-10-15,15,2
HERHON,2678.2,2609.25,2616.85,2699.5,2615,2609.25,2019-10-15 15:02:16,2019-10-15,15,2
BRIIND,3172,3107.2,3139.9,3175,3115.45,3107.2,2019-10-15 15:02:16,2019-10-15,15,2
UNIP,582.9,586.95,585.3,590.95,580.2,586.95,2019-10-15 15:02:16,2019-10-15,15,2
DRREDD,2682.5,2648.9,2663.1,2695.8,2659.8,2648.9,2019-10-15 15:02:16,2019-10-15,15,2
ADAPOR,414.05,406.95,409.5,414.4,407.6,406.95,2019-10-15 15:02:16,2019-10-15,15,2
GRASIM,701.2,698.65,699,705.9,691.95,698.65,2019-10-15 15:02:16,2019-10-15,15,2
VEDLIM,153.25,147.85,147.5,155.8,144.6,147.85,2019-10-15 15:02:16,2019-10-15,15,2
HINDAL,193,188.8,188,195.35,186,188.8,2019-10-15 15:02:16,2019-10-15,15,2
TATSTE,349,344.85,345.5,358.25,338.8,344.85,2019-10-15 15:02:16,2019-10-15,15,2
EICMOT,19175.4,18311.25,18370,19200,18270,18311.25,2019-10-15 15:02:16,2019-10-15,15,2
GAIL,128.25,125.85,126.5,129.05,125.6,125.85,2019-10-15 15:02:16,2019-10-15,15,2
JSWSTE,220.15,221.5,221.05,226.9,214.5,221.5,2019-10-15 15:02:16,2019-10-15,15,2
BHAINF,258.2,259.25,258.25,260.3,255.45,259.25,2019-10-15 15:02:16,2019-10-15,15,2
CIPLA,446,440.85,444,447.1,436,440.85,2019-10-15 15:02:16,2019-10-15,15,2
TATMOT,126.95,127.8,127.5,128.95,123.75,127.8,2019-10-15 15:02:16,2019-10-15,15,2
ZEEENT,249.75,242.55,237.95,253.35,234.85,242.55,2019-10-15 15:02:16,2019-10-15,15,2
YESBAN,40.2,40,41,41.4,39,40,2019-10-15 15:02:16,2019-10-15,15,2
BSESEN,38506.09,38506.09,38316.49,38635.19,38238.27,38214.47,2019-10-15 15:33:42,2019-10-15,15,33
HDFBAN,1222.9,1203.15,1210,1225,1207.3,1203.15,2019-10-15 15:33:42,2019-10-15,15,33
RELPET,131.5,130.85,129,132.4,127.9,130.85,2019-10-15 15:33:42,2019-10-15,15,33
HDFC,2013.2,2011.5,2013,2030.05,1994.85,2011.5,2019-10-15 15:33:42,2019-10-15,15,33
INFTEC,767.8,785.65,773.8,774.75,765,785.65,2019-10-15 15:33:42,2019-10-15,15,33
ICIBAN,431.7,428.6,430,435.3,428,428.6,2019-10-15 15:33:42,2019-10-15,15,33
ITC,247.5,244.2,247.4,249.2,245.1,244.2,2019-10-15 15:33:42,2019-10-15,15,33
TCS,2037.4,2020.95,2028.8,2046.9,2024.2,2020.95,2019-10-15 15:33:42,2019-10-15,15,33
KOTMAH,1614.8,1583.75,1586,1629.65,1577.8,1583.75,2019-10-15 15:33:42,2019-10-15,15,33
LARTOU,1433.15,1422.65,1427,1445.1,1421,1422.65,2019-10-15 15:33:42,2019-10-15,15,33
HINLEV,2063.35,2014.7,2052,2077,2026.75,2014.7,2019-10-15 15:33:42,2019-10-15,15,33
AXIBAN,690,683.55,683.65,694.9,681.8,683.55,2019-10-15 15:33:42,2019-10-15,15,33
STABAN,258.4,255.45,256.8,259.9,254.75,255.45,2019-10-15 15:33:42,2019-10-15,15,33
BAJFI,3880.3,3881.65,3909,3916.75,3845,3881.65,2019-10-15 15:33:42,2019-10-15,15,33
MARUTI,6987.7,6819.55,6829,7015.35,6810,6819.55,2019-10-15 15:33:42,2019-10-15,15,33
INDBA,1272.05,1250.5,1251.55,1276.25,1237,1250.5,2019-10-15 15:33:42,2019-10-15,15,33
ASIPAI,1802.5,1797.65,1797,1824.15,1797,1797.65,2019-10-15 15:33:42,2019-10-15,15,33
BHAAIR,383.55,393.5,391.95,391.95,381.65,393.5,2019-10-15 15:33:42,2019-10-15,15,33
HCLTEC,1084.1,1087.05,1088.6,1099,1081.05,1087.05,2019-10-15 15:33:42,2019-10-15,15,33
TITIND,1272.2,1249.05,1251,1274.5,1251,1249.05,2019-10-15 15:33:42,2019-10-15,15,33
MAHMAH,584.6,568.5,570,593.15,565.5,568.5,2019-10-15 15:33:42,2019-10-15,15,33
BAFINS,8035.1,8073.45,8108.95,8131.45,8012.9,8073.45,2019-10-15 15:33:42,2019-10-15,15,33
NTPC,119.45,117.8,117.7,119.8,117.35,117.8,2019-10-15 15:33:42,2019-10-15,15,33
NESIND,14080.65,14174.1,14175,14198,13711.6,14174.1,2019-10-15 15:33:42,2019-10-15,15,33
POWGRI,201.35,198.45,198.8,201.95,198.45,198.45,2019-10-15 15:33:42,2019-10-15,15,33
ULTCEM,4206.05,4171.9,4121.35,4219.25,4121.35,4171.9,2019-10-15 15:33:42,2019-10-15,15,33
TECMAH,720.1,720.6,721,728,719.1,720.6,2019-10-15 15:33:42,2019-10-15,15,33
SUNPHA,396.6,394.6,397.25,400,392.5,394.6,2019-10-15 15:33:42,2019-10-15,15,33
ONGC,138.75,135.2,136.6,139.4,135.4,135.2,2019-10-15 15:33:42,2019-10-15,15,33
BAAUTO,3009.45,2956.05,2959,3029,2956.5,2956.05,2019-10-15 15:33:42,2019-10-15,15,33
BHARAS,6041.45,5767.35,5773.85,6100,5773.85,5767.35,2019-10-15 15:33:42,2019-10-15,15,33
INDOIL,146.35,144.8,145.95,148.3,145.2,144.8,2019-10-15 15:33:42,2019-10-15,15,33
COALIN,191.3,190.1,188.3,192.6,188.1,190.1,2019-10-15 15:33:42,2019-10-15,15,33
WIPRO,243.7,243.35,244,245.5,239.2,243.35,2019-10-15 15:33:42,2019-10-15,15,33
HERHON,2676,2609.25,2616.85,2699.5,2615,2609.25,2019-10-15 15:33:42,2019-10-15,15,33
BRIIND,3180.5,3107.2,3139.9,3192.75,3115.45,3107.2,2019-10-15 15:33:42,2019-10-15,15,33
UNIP,583.45,586.95,585.3,590.95,580.2,586.95,2019-10-15 15:33:42,2019-10-15,15,33
DRREDD,2683.2,2648.9,2663.1,2695.8,2659.8,2648.9,2019-10-15 15:33:42,2019-10-15,15,33
ADAPOR,413.9,406.95,409.5,414.4,407.6,406.95,2019-10-15 15:33:42,2019-10-15,15,33
GRASIM,703.9,698.65,699,705.9,691.95,698.65,2019-10-15 15:33:42,2019-10-15,15,33
VEDLIM,153.45,147.85,147.5,155.8,144.6,147.85,2019-10-15 15:33:42,2019-10-15,15,33
HINDAL,192.5,188.8,188,195.35,186,188.8,2019-10-15 15:33:42,2019-10-15,15,33
TATSTE,349.1,344.85,345.5,358.25,338.8,344.85,2019-10-15 15:33:42,2019-10-15,15,33
EICMOT,19200.2,18311.25,18370,19288,18270,18311.25,2019-10-15 15:33:42,2019-10-15,15,33
GAIL,128,125.85,126.5,129.05,125.6,125.85,2019-10-15 15:33:42,2019-10-15,15,33
JSWSTE,219.5,221.5,221.05,226.9,214.5,221.5,2019-10-15 15:33:42,2019-10-15,15,33
BHAINF,256.85,259.25,258.25,260.3,255.45,259.25,2019-10-15 15:33:42,2019-10-15,15,33
CIPLA,446.85,440.85,444,448.7,436,440.85,2019-10-15 15:33:42,2019-10-15,15,33
TATMOT,126.95,127.8,127.5,128.95,123.75,127.8,2019-10-15 15:33:42,2019-10-15,15,33
ZEEENT,250.8,242.55,237.95,253.35,234.85,242.55,2019-10-15 15:33:42,2019-10-15,15,33
YESBAN,40.6,40,41,41.4,39,40,2019-10-15 15:33:42,2019-10-15,15,33
